id,name,birth,death,nationality_ref,nationality,height_meters,birth_validation,death_validation
m.011t2tl7,Joe Keum Hwa,1970-01-01,2069-12-07,m.05b7q,Joe Keum Hwa,"","",Datum umrtia nemusi byt spravny.
m.012ps61_,Charles Haly,1816-04-11,1892-08-26,m.0f8l9c,Charles Haly,"","",""
m.0167xk,Al Sharpton,1954-10-03,2054-09-08,m.09c7w0,Al Sharpton,1.78,"",Datum umrtia nemusi byt spravny.
m.01mn5kd,Phil Vassar,1964-05-28,2064-05-03,m.09c7w0,Phil Vassar,"","",Datum umrtia nemusi byt spravny.
m.01q4x8,Camilla Collett,1813-01-23,1895-03-06,m.05b4w,Camilla Collett,"","",""
m.01t_9rt,Anne Savage,1969-07-18,2069-06-23,m.07ssc,Anne Savage,"","",Datum umrtia nemusi byt spravny.
m.026nbmk,George Dixon,1933-10-19,1990-08-06,m.0d060g,George Dixon,1.83,"",""
m.026nbmk,George Dixon,1933-10-19,1990-08-06,m.09c7w0,George Dixon,1.83,"",""
m.02qkhkj,Peter Scantlebury,1963-11-21,2063-10-27,m.07ssc,Peter Scantlebury,1.93,"",Datum umrtia nemusi byt spravny.
m.03102f,Erick Elías,1980-06-23,2080-05-29,m.0b90_r,Erick Elías,1.85,"",Datum umrtia nemusi byt spravny.
m.03c995k,Syed Anwaar Gilani,1982-01-01,2081-12-07,m.05sb1,Syed Anwaar Gilani,"","",Datum umrtia nemusi byt spravny.
m.03qhrnm,Eduardo Navea,1987-08-12,2087-07-18,m.01p1v,Eduardo Navea,1.73,"",Datum umrtia nemusi byt spravny.
m.05f8j17,Rubén Selman,1963-07-25,2063-06-30,m.01p1v,Rubén Selman,"","",Datum umrtia nemusi byt spravny.
m.065y42_,Chung Yong-hwan,1960-02-10,2015-06-07,m.06qd3,Chung Yong-hwan,1.78,"",""
m.026z54h,Ursus of Auxerre,0408-01-25,0508-01-01,m.0f8l9c,Ursus of Auxerre,"",Datum narodenia nemusi byt spravny.,""
m.027_21h,Matthew Michael Carnahan,"","",m.09c7w0,Matthew Michael Carnahan,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02l0zz,Frank De Winne,1961-04-25,2061-03-31,m.0154j,Frank De Winne,"","",Datum umrtia nemusi byt spravny.
m.02r5w56,Lorraine Hilton,"","",m.07ssc,Lorraine Hilton,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02wc7mv,Diane Kennedy,1956-01-01,2055-12-07,m.09c7w0,Diane Kennedy,"","",Datum umrtia nemusi byt spravny.
m.03cnlj3,Bob Hale,1945-01-01,2044-12-07,m.07ssc,Bob Hale,"","",Datum umrtia nemusi byt spravny.
m.03d84hz,Ted Ballard,1920-06-16,2008-06-01,m.02jx1,Ted Ballard,1.75,"",""
m.03f2r3t,Jaakko Kuusisto,1974-01-17,2073-12-23,m.02vzc,Jaakko Kuusisto,"","",Datum umrtia nemusi byt spravny.
m.03g_lml,Bernice Lapp,1917-09-11,2010-09-08,m.09c7w0,Bernice Lapp,"","",""
m.03qgb8d,Peter Baker,1934-08-24,2034-07-30,m.02jx1,Peter Baker,"","",Datum umrtia nemusi byt spravny.
m.03y6hmf,Jonas Grimås,1958-08-07,2058-07-13,m.0d0vqn,Jonas Grimås,"","",Datum umrtia nemusi byt spravny.
m.04179pf,Simona de Silvestro,1988-09-01,2088-08-07,m.06mzp,Simona de Silvestro,"","",Datum umrtia nemusi byt spravny.
m.043jqb6,Janet van de Graaf,1965-04-05,2065-03-11,m.0d060g,Janet van de Graaf,"","",Datum umrtia nemusi byt spravny.
m.043pyjf,Brett MacDonald,1966-01-05,2065-12-11,m.0d060g,Brett MacDonald,1.83,"",Datum umrtia nemusi byt spravny.
m.04f4rk8,Renato Simoni,1875-09-05,1952-07-05,m.03rjj,Renato Simoni,"","",""
m.05t38d,Evan Vucci,1912-01-26,2012-01-01,m.09c7w0,Evan Vucci,"",Datum narodenia nemusi byt spravny.,""
m.06601rq,Tom Crabtree,1985-11-04,2085-10-10,m.09c7w0,Tom Crabtree,1.93,"",Datum umrtia nemusi byt spravny.
m.06_x6_,Amanda Redman,1957-08-12,2057-07-18,m.02jx1,Amanda Redman,1.715,"",Datum umrtia nemusi byt spravny.
m.078ytg,Jim Bibby,1944-10-29,2010-02-16,m.09c7w0,Jim Bibby,"","",""
m.080nljv,Jessica Hausner,1972-10-06,2072-09-11,m.0h7x,Jessica Hausner,"","",Datum umrtia nemusi byt spravny.
g.1223q95s,Maurice Frydland,"","",m.0f8l9c,Maurice Frydland,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01032w36,Jennifer Brede,"","",m.09c7w0,Jennifer Brede,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01ps111,Don Potter,"","",m.09c7w0,Don Potter,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03m7g33,Olivier Janzac,1980-01-02,2079-12-08,m.0f8l9c,Olivier Janzac,"","",Datum umrtia nemusi byt spravny.
m.03m7g33,Olivier Janzac,1980-01-02,2079-12-08,m.09c7w0,Olivier Janzac,"","",Datum umrtia nemusi byt spravny.
m.04_srb,Joseph Bonomi the Elder,1739-01-19,1808-03-09,m.03rjj,Joseph Bonomi the Elder,"","",""
m.04_srb,Joseph Bonomi the Elder,1739-01-19,1808-03-09,m.02jx1,Joseph Bonomi the Elder,"","",""
m.04jqd2,John Chipman Kerr,1887-01-11,1963-02-19,m.0d060g,John Chipman Kerr,"","",""
m.05mywk2,Alexandru Avram,1991-04-25,2091-03-31,m.06c1y,Alexandru Avram,1.91,"",Datum umrtia nemusi byt spravny.
m.06w1n9v,Greg Colson,1956-01-01,2055-12-07,m.09c7w0,Greg Colson,"","",Datum umrtia nemusi byt spravny.
m.06w42w,Robert Luskin,1950-01-21,2049-12-27,m.09c7w0,Robert Luskin,"","",Datum umrtia nemusi byt spravny.
m.07khj69,Dmitri Rybakin,1982-12-27,2082-12-02,m.06bnz,Dmitri Rybakin,1.9,"",Datum umrtia nemusi byt spravny.
m.01258ppc,James Roberts,1996-06-21,2096-05-27,m.02jx1,James Roberts,"","",Datum umrtia nemusi byt spravny.
m.01qvh_f,Enzo Iacchetti,1952-08-31,2052-08-06,m.03rjj,Enzo Iacchetti,"","",Datum umrtia nemusi byt spravny.
m.026m8wc,Chanmyay Sayadaw,1928-07-24,2028-06-29,m.04xn_,Chanmyay Sayadaw,"","",Datum umrtia nemusi byt spravny.
m.0286t16,John Joseph Tinker,1875-01-01,1957-07-30,m.07ssc,John Joseph Tinker,"","",""
m.02ptkhw,Cliff Odom,1958-08-15,2058-07-21,m.09c7w0,Cliff Odom,"","",Datum umrtia nemusi byt spravny.
m.02w64p4,Amanda Abbington,1974-02-28,2074-02-03,m.07ssc,Amanda Abbington,1.63,"",Datum umrtia nemusi byt spravny.
m.02x22vq,Fred Baden,1934-05-04,2009-12-17,m.09c7w0,Fred Baden,"","",""
m.03ljrw,Pierre De Geyter,1848-10-08,1932-09-26,m.0f8l9c,Pierre De Geyter,"","",""
m.03mbzpl,Dale Yakiwchuk,1958-10-17,2058-09-22,m.0d060g,Dale Yakiwchuk,1.93,"",Datum umrtia nemusi byt spravny.
m.049f2jd,Ares Tavolazzi,1948-07-12,2048-06-17,m.03rjj,Ares Tavolazzi,"","",Datum umrtia nemusi byt spravny.
m.049g2xy,George Seferis,1900-03-13,1971-09-20,m.035qy,George Seferis,"","",""
m.049g2xy,George Seferis,1900-03-13,1971-09-20,m.05kyr,George Seferis,"","",""
m.04y0d_,Harriet Angelina Fortescue,1825-01-01,1889-01-01,m.07ssc,Harriet Angelina Fortescue,"","",""
m.05k_bh,Michael Harris,1948-01-01,2047-12-07,m.0d060g,Michael Harris,"","",Datum umrtia nemusi byt spravny.
m.05xtjtl,Kevin Ardton,"","",m.0f8l9c,Kevin Ardton,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.06gcrs,"John Nisbet, Lord Dirleton",1609-01-01,1687-01-01,m.06q1r,"John Nisbet, Lord Dirleton","","",""
g.122xfcxz,Jack Hamel,1890-11-24,1951-01-13,m.059j2,Jack Hamel,"","",""
m.0102kchd,Stig Pettersson,"","",m.0d0vqn,Stig Pettersson,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010p3nvx,Dan Bell,1979-12-04,2079-11-09,m.02jx1,Dan Bell,188.0,"",Datum umrtia nemusi byt spravny.
m.01fqyl,John Holt,1923-04-14,1985-09-14,m.09c7w0,John Holt,"","",""
m.027n37h,Freddy Bourgeois,1977-02-23,2077-01-29,m.0f8l9c,Freddy Bourgeois,1.81,"",Datum umrtia nemusi byt spravny.
m.028h3z,Jens Christian Skou,1918-10-08,2018-09-13,m.0k6nt,Jens Christian Skou,"","",Datum umrtia nemusi byt spravny.
m.02r4p4q,John Hart,1932-02-01,2032-01-07,m.09c7w0,John Hart,"","",Datum umrtia nemusi byt spravny.
m.02x68s2,Martin Kaymer,1984-12-28,2084-12-03,m.0345h,Martin Kaymer,1.84,"",Datum umrtia nemusi byt spravny.
m.03b_2m0,Jim Bradley,1952-03-16,1982-02-20,m.09c7w0,Jim Bradley,2.03,"",""
m.03mhmgt,Charles McDonald,1935-06-11,2035-05-17,m.03rt9,Charles McDonald,"","",Datum umrtia nemusi byt spravny.
m.03qngxb,Sarah-Jane Crawford,1981-07-15,2081-06-20,m.07ssc,Sarah-Jane Crawford,1.73,"",Datum umrtia nemusi byt spravny.
m.043m910,Ken Lee,1932-01-01,2007-12-21,m.0chghy,Ken Lee,"","",""
m.04cv9rp,Rick Hoberg,1952-06-07,2052-05-13,m.09c7w0,Rick Hoberg,"","",Datum umrtia nemusi byt spravny.
m.05h55sp,Jackie Pigeaud,1937-01-01,2036-12-07,m.0f8l9c,Jackie Pigeaud,"","",Datum umrtia nemusi byt spravny.
m.05mdzw,Tina Baker,1958-05-04,2058-04-09,m.02jx1,Tina Baker,"","",Datum umrtia nemusi byt spravny.
m.069qg5,Henry Wisner,1720-01-01,1790-03-04,m.09c7w0,Henry Wisner,"","",""
m.0120xgw6,Annika Strandhäll,1975-06-30,2075-06-05,m.0d0vqn,Annika Strandhäll,"","",Datum umrtia nemusi byt spravny.
m.014fd7,Ruth Dreifuss,1940-01-09,2039-12-15,m.06mzp,Ruth Dreifuss,"","",Datum umrtia nemusi byt spravny.
m.0270qkn,Tom Chessell,1914-04-01,1992-05-09,m.0chghy,Tom Chessell,"","",""
m.027l6qr,Joe Federspiel,1950-05-06,2050-04-11,m.09c7w0,Joe Federspiel,"","",Datum umrtia nemusi byt spravny.
m.02vrrgs,Daniel Glen Timms,1961-05-16,2061-04-21,m.09c7w0,Daniel Glen Timms,"","",Datum umrtia nemusi byt spravny.
m.02w0s23,Chihiro Kusaka,1978-12-09,2078-11-14,m.03_3d,Chihiro Kusaka,"","",Datum umrtia nemusi byt spravny.
m.03z8k6,Mark McCabe,1978-05-01,2078-04-06,m.03rt9,Mark McCabe,"","",Datum umrtia nemusi byt spravny.
m.0464kz3,Zdeněk Fierlinger,1891-07-11,1976-05-02,m.01mjq,Zdeněk Fierlinger,"","",""
m.049x_y,Carolus-Duran,1837-07-04,1917-02-17,m.0f8l9c,Carolus-Duran,"","",""
m.04n428h,Václav Mottl,1914-05-19,1982-06-16,m.01mk6,Václav Mottl,"","",""
m.04n428h,Václav Mottl,1914-05-19,1982-06-16,m.01mjq,Václav Mottl,"","",""
m.05y96td,Amrita Pritam,1919-08-31,2005-10-31,m.03rk0,Amrita Pritam,"","",""
m.05zm9w8,Nick Reed,1987-09-01,2087-08-07,m.09c7w0,Nick Reed,1.85,"",Datum umrtia nemusi byt spravny.
m.06cgwz,David L. McDonald,1906-09-12,1997-12-16,m.09c7w0,David L. McDonald,"","",""
m.074fvm,William George Browne,1768-07-25,1813-01-01,m.07ssc,William George Browne,"","",""
m.01s42rf,Paul Curreri,1976-01-18,2075-12-24,m.09c7w0,Paul Curreri,"","",Datum umrtia nemusi byt spravny.
m.01xlhn,Joachim Murat,1767-03-25,1815-10-13,m.0f8l9c,Joachim Murat,"","",""
m.0266x71,Georgette Bauerdorf,1924-05-06,1944-10-12,m.09c7w0,Georgette Bauerdorf,"","",""
m.027ms6x,Kristin Bengtsson,1970-12-01,2070-11-06,m.0d0vqn,Kristin Bengtsson,1.69,"",Datum umrtia nemusi byt spravny.
m.02r6b12,Joseph Aschbach,1801-04-29,1882-04-25,m.0345h,Joseph Aschbach,"","",""
m.02z4vbf,Kevin Sargent,"","",m.07ssc,Kevin Sargent,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03c0_bh,Leonardo Cavallini,1939-01-01,2038-12-07,m.03rjj,Leonardo Cavallini,"","",Datum umrtia nemusi byt spravny.
m.03f2fj,Thomas Tang,1922-01-11,1995-07-18,m.09c7w0,Thomas Tang,"","",""
m.03yjx4k,David Lloyd,1934-07-07,2009-11-10,m.09c7w0,David Lloyd,"","",""
m.047qt84,Paramjit Singh,1960-02-28,2060-02-03,m.03rk0,Paramjit Singh,"","",Datum umrtia nemusi byt spravny.
m.05b38t4,Teresa Hill,1969-05-09,2069-04-14,m.09c7w0,Teresa Hill,"","",Datum umrtia nemusi byt spravny.
m.05bw4t,Rory Calhoun,1922-08-08,1999-04-28,m.09c7w0,Rory Calhoun,1.91,"",""
m.0661fwv,Donna Creighton,1985-09-20,2085-08-26,m.07ssc,Donna Creighton,1.77,"",Datum umrtia nemusi byt spravny.
m.0270hqz,Louis Remacle,1910-09-30,1999-01-01,m.0154j,Louis Remacle,"","",""
m.02x0gdl,Pauline Whittier,1876-12-09,1946-03-03,m.09c7w0,Pauline Whittier,"","",""
m.03xnqsg,Jamie Woon,1983-03-29,2083-03-04,m.07ssc,Jamie Woon,"","",Datum umrtia nemusi byt spravny.
m.047cr11,Kristian Gjessing,1978-01-15,2077-12-21,m.0k6nt,Kristian Gjessing,1.96,"",Datum umrtia nemusi byt spravny.
m.04y7g_7,Roberto Schaefer,"","",m.09c7w0,Roberto Schaefer,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.056dzj,Robin Cousins,1957-08-17,2057-07-23,m.07ssc,Robin Cousins,1.83,"",Datum umrtia nemusi byt spravny.
m.05fbdgv,Danny Simpson,"","",m.02jx1,Danny Simpson,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05ghdh,Trevor Nelson,1964-01-07,2063-12-13,m.07ssc,Trevor Nelson,1.83,"",Datum umrtia nemusi byt spravny.
m.05ghdh,Trevor Nelson,1964-01-07,2063-12-13,m.09c7w0,Trevor Nelson,1.83,"",Datum umrtia nemusi byt spravny.
m.07s4c3z,Philippe Torreton,1965-10-13,2065-09-18,m.0f8l9c,Philippe Torreton,"","",Datum umrtia nemusi byt spravny.
m.010qk0gl,Julián Nazar Morales,1955-04-26,2055-04-01,m.0b90_r,Julián Nazar Morales,"","",Datum umrtia nemusi byt spravny.
m.0115fq7c,Sylvana Herman,1965-12-15,2065-11-20,m.03ryn,Sylvana Herman,"","",Datum umrtia nemusi byt spravny.
m.01rr118,Uldis Marhilēvičs,1957-05-31,2057-05-06,m.04g5k,Uldis Marhilēvičs,"","",Datum umrtia nemusi byt spravny.
m.026qgn2,Neville Northey Burnard,1818-10-11,1878-11-27,m.02jx1,Neville Northey Burnard,"","",""
m.027k34q,Huang Yan,1966-01-01,2065-12-07,m.0d05w3,Huang Yan,"","",Datum umrtia nemusi byt spravny.
m.02rjv_d,Denis Alimov,1979-05-03,2079-04-08,m.06bnz,Denis Alimov,1.74,"",Datum umrtia nemusi byt spravny.
m.03hky8m,Sophie Ferguson,1986-03-19,2086-02-22,m.0chghy,Sophie Ferguson,1.77,"",Datum umrtia nemusi byt spravny.
m.04kblc,Baden Teague,1944-09-18,2044-08-24,m.0chghy,Baden Teague,"","",Datum umrtia nemusi byt spravny.
m.04nkgb9,Karren Karagulian,"","",m.09c7w0,Karren Karagulian,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05jcz9,Sigurður Eggerz,1875-03-01,1945-11-16,m.03rj0,Sigurður Eggerz,"","",""
m.06zn50s,Ien Dales,1931-10-18,1994-01-10,m.059j2,Ien Dales,"","",""
m.07kbws8,Lisa Russ Spaar,"","",m.09c7w0,Lisa Russ Spaar,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011lrgz6,Ernesto Grassi,1900-11-24,1963-12-12,m.03rjj,Ernesto Grassi,"","",""
m.01pkks,Edi Rama,1964-07-04,2064-06-09,m.0jdx,Edi Rama,"","",Datum umrtia nemusi byt spravny.
m.026tv6x,Rocco Racco,1809-01-25,1909-01-01,m.09c7w0,Rocco Racco,"",Datum narodenia nemusi byt spravny.,""
m.0286c9w,Thomas Maule Guthrie,1843-04-23,1943-03-30,m.07ssc,Thomas Maule Guthrie,"",Datum narodenia nemusi byt spravny.,""
m.02pxv7n,Rakuten Kitazawa,1876-07-20,1955-08-25,m.03_3d,Rakuten Kitazawa,"","",""
m.02x07vv,Alexander Hall,1880-12-03,1943-09-25,m.0d060g,Alexander Hall,"","",""
m.02x07vv,Alexander Hall,1880-12-03,1943-09-25,m.07ssc,Alexander Hall,"","",""
m.03cbfdk,Irving Small,1891-07-19,1955-12-12,m.09c7w0,Irving Small,"","",""
m.03y9hns,Edward P. Kimball,1882-06-02,1937-03-15,m.09c7w0,Edward P. Kimball,"","",""
m.047c33r,Jarmila Klimešová,1981-02-09,2081-01-15,m.01mjq,Jarmila Klimešová,1.73,"",Datum umrtia nemusi byt spravny.
m.04z_1gr,Stan McEwan,1957-06-08,2057-05-14,m.06q1r,Stan McEwan,"","",Datum umrtia nemusi byt spravny.
m.07q50w,Thomas Ahearn,1855-06-24,1938-06-28,m.0d060g,Thomas Ahearn,"","",""
m.0116m2br,Matilde Zama,"","",m.03rjj,Matilde Zama,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01nvvl,Russ Feingold,1953-03-02,2053-02-05,m.09c7w0,Russ Feingold,"","",Datum umrtia nemusi byt spravny.
m.025ygg0,George L. Yaple,1851-02-20,1939-12-16,m.09c7w0,George L. Yaple,"","",""
m.0285ylb,Florence Easton,"","",m.07ssc,Florence Easton,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02vy6r6,Charles Turner,1916-03-24,1993-01-10,m.0d060g,Charles Turner,"","",""
m.03cmxcd,Luiz de Barros,1893-09-12,1982-01-01,m.015fr,Luiz de Barros,"","",""
m.03mvd_,Angus Tait,1919-07-22,2007-08-07,m.0ctw_b,Angus Tait,"","",""
m.03wqk4x,Douglas Stotlar,1960-01-01,2059-12-07,m.09c7w0,Douglas Stotlar,"","",Datum umrtia nemusi byt spravny.
m.047pcj6,Abdel Hamid Ahmed,1984-03-03,2084-02-07,m.02k54,Abdel Hamid Ahmed,1.83,"",Datum umrtia nemusi byt spravny.
m.049gsv9,Toddla T,1985-02-22,2085-01-28,m.02jx1,Toddla T,"","",Datum umrtia nemusi byt spravny.
m.05b1dg8,No Jong-gun,1981-02-24,2081-01-30,m.06qd3,No Jong-gun,1.75,"",Datum umrtia nemusi byt spravny.
m.07706w,Ernst Kantorowicz,1895-05-03,1963-09-09,m.0345h,Ernst Kantorowicz,"","",""
m.07706w,Ernst Kantorowicz,1895-05-03,1963-09-09,m.09c7w0,Ernst Kantorowicz,"","",""
m.0108fzt_,Mitch Carmichael,1960-04-15,2060-03-21,m.09c7w0,Mitch Carmichael,"","",Datum umrtia nemusi byt spravny.
m.01q547,Madeleine de Scudéry,1607-11-17,1701-06-02,m.0f8l9c,Madeleine de Scudéry,"","",""
m.01v6086,Dinand Woesthoff,1972-09-06,2072-08-12,m.059j2,Dinand Woesthoff,"","",Datum umrtia nemusi byt spravny.
m.026zsh5,Cesare Casella,1960-03-01,2060-02-05,m.09c7w0,Cesare Casella,"","",Datum umrtia nemusi byt spravny.
m.02pjhb9,Wilbur Jackson,1951-11-19,2051-10-25,m.09c7w0,Wilbur Jackson,1.85,"",Datum umrtia nemusi byt spravny.
m.03j135h,Sandra Borgmann,1974-04-25,2074-03-31,m.0345h,Sandra Borgmann,"","",Datum umrtia nemusi byt spravny.
m.03mdx8z,Agnès Godard,1951-05-28,2051-05-03,m.0f8l9c,Agnès Godard,"","",Datum umrtia nemusi byt spravny.
m.040qqd,Alexander Morton,1945-03-24,2045-02-27,m.07ssc,Alexander Morton,"","",Datum umrtia nemusi byt spravny.
m.012c5n0n,Lois Braun,1949-01-01,2048-12-07,m.0d060g,Lois Braun,"","",Datum umrtia nemusi byt spravny.
m.01jnc6b,Johnny Van Zant,1959-02-27,2059-02-02,m.09c7w0,Johnny Van Zant,"","",Datum umrtia nemusi byt spravny.
m.0260zf0,Bernard Thériault,1955-11-12,2055-10-18,m.0d060g,Bernard Thériault,"","",Datum umrtia nemusi byt spravny.
m.027cvyv,Susan Eng,1952-01-01,2051-12-07,m.0d060g,Susan Eng,"","",Datum umrtia nemusi byt spravny.
m.02qd0nr,Dmitri Nossov,1980-04-09,2080-03-15,m.06bnz,Dmitri Nossov,"","",Datum umrtia nemusi byt spravny.
m.02w_kj5,Michael Gleason,1876-11-16,1923-01-11,m.09c7w0,Michael Gleason,"","",""
m.02x677z,"Oscar Beregi, Jr.",1918-05-12,1976-11-01,m.03gj2,"Oscar Beregi, Jr.","","",""
m.02x677z,"Oscar Beregi, Jr.",1918-05-12,1976-11-01,m.09c7w0,"Oscar Beregi, Jr.","","",""
m.02x677z,"Oscar Beregi, Jr.",1918-05-12,1976-11-01,m.012m_,"Oscar Beregi, Jr.","","",""
m.02y_42,Robert Morrison MacIver,1882-04-17,1970-06-15,m.09c7w0,Robert Morrison MacIver,"","",""
m.03j33r8,François Couturier,1950-02-05,2050-01-11,m.0f8l9c,François Couturier,"","",Datum umrtia nemusi byt spravny.
m.03m76sz,Damian Scannell,1985-04-28,2085-04-03,m.02jx1,Damian Scannell,1.78,"",Datum umrtia nemusi byt spravny.
m.03qkn1x,Norrie Davidson,1934-10-25,2034-09-30,m.06q1r,Norrie Davidson,"","",Datum umrtia nemusi byt spravny.
m.011rfn1j,Hart Keathley,2012-05-01,2112-04-07,m.09c7w0,Hart Keathley,"","",Datum umrtia nemusi byt spravny.
m.03c173j,Ariclenes Jorge Gabriel da Silva,1986-04-18,2086-03-24,m.015fr,Ariclenes Jorge Gabriel da Silva,1.88,"",Datum umrtia nemusi byt spravny.
m.03h1v9y,Elise Primavera,1955-05-19,2055-04-24,m.09c7w0,Elise Primavera,"","",Datum umrtia nemusi byt spravny.
m.03hz_5b,Pablo Motta,"","",m.0jgd,Pablo Motta,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03m6108,Robert Gordon,1968-07-09,2068-06-14,m.09c7w0,Robert Gordon,"","",Datum umrtia nemusi byt spravny.
m.04jg2hr,Ivan Nikolaev,1901-01-01,1979-01-01,m.06bnz,Ivan Nikolaev,"","",""
m.05c3bfh,Wolf Schneider,1925-05-07,2025-04-12,m.0345h,Wolf Schneider,"","",Datum umrtia nemusi byt spravny.
m.05fbkn6,César Rosales,1970-11-09,2070-10-15,m.016wzw,César Rosales,1.75,"",Datum umrtia nemusi byt spravny.
m.012hcqkw,Guillaume Quesque,1989-04-29,2089-04-04,m.0f8l9c,Guillaume Quesque,2.03,"",Datum umrtia nemusi byt spravny.
m.01f0tg,Günther Schifter,1923-12-23,2008-08-11,m.0h7x,Günther Schifter,"","",""
m.026q5yy,Vladimir Kotov,1958-02-21,2058-01-27,m.05vz3zq,Vladimir Kotov,0.0168,"",Datum umrtia nemusi byt spravny.
m.02qbwb_,Toto Tamuz,1988-04-01,2088-03-07,m.05cgv,Toto Tamuz,1.78,"",Datum umrtia nemusi byt spravny.
m.02qbwb_,Toto Tamuz,1988-04-01,2088-03-07,m.03spz,Toto Tamuz,1.78,"",Datum umrtia nemusi byt spravny.
m.04n3shv,Sam Beeton,1988-09-13,2088-08-19,m.07ssc,Sam Beeton,"","",Datum umrtia nemusi byt spravny.
m.04q1gsy,Roman Lengyel,1978-11-03,2078-10-09,m.01mjq,Roman Lengyel,1.91,"",Datum umrtia nemusi byt spravny.
m.05pb1dx,Marcelo Adnet,1981-09-05,2081-08-11,m.015fr,Marcelo Adnet,"","",Datum umrtia nemusi byt spravny.
m.05s2fb,Jaume Bartumeu,1954-11-10,2054-10-16,m.0hg5,Jaume Bartumeu,"","",Datum umrtia nemusi byt spravny.
m.0100pp1_,Kampatimar Shankariya,1952-01-01,1979-05-16,m.03rk0,Kampatimar Shankariya,"","",""
m.01w6t8,Fakhr ad-Din ar-Razi,1149-01-01,1209-01-01,m.03shp,Fakhr ad-Din ar-Razi,"","",""
m.025sr5q,Dan Ross,1957-02-09,2006-05-16,m.09c7w0,Dan Ross,"","",""
m.02q0rmd,Sérgio Gomes,1969-07-27,2069-07-02,m.015fr,Sérgio Gomes,1.77,"",Datum umrtia nemusi byt spravny.
m.02x4kgz,Mark Allott,1977-10-03,2077-09-08,m.02jx1,Mark Allott,1.8,"",Datum umrtia nemusi byt spravny.
m.03cgkkq,T.M. Scorzafava,1967-12-03,2067-11-08,m.09c7w0,T.M. Scorzafava,"","",Datum umrtia nemusi byt spravny.
m.03cmfw3,Marcelle Perks,"","",m.02jx1,Marcelle Perks,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03g_bp3,J. M. Robson,1900-01-01,1982-01-01,m.06bnz,J. M. Robson,"","",""
m.03g_bp3,J. M. Robson,1900-01-01,1982-01-01,m.0d060g,J. M. Robson,"","",""
m.03hgsm6,Monte Zucker,1907-04-09,2007-03-15,m.09c7w0,Monte Zucker,"",Datum narodenia nemusi byt spravny.,""
m.03jkvd,Philip Burton Moon,1907-05-17,1994-10-09,m.07ssc,Philip Burton Moon,"","",""
m.03y0gpr,Michèle Moser,1979-02-14,2079-01-20,m.06mzp,Michèle Moser,"","",Datum umrtia nemusi byt spravny.
m.04y7yvz,Franz von Sonnleithner,1905-06-01,1981-04-18,m.0h7x,Franz von Sonnleithner,"","",""
m.04y7yvz,Franz von Sonnleithner,1905-06-01,1981-04-18,m.0345h,Franz von Sonnleithner,"","",""
m.05b52x3,Park Jin-yi,1983-04-05,2083-03-11,m.06qd3,Park Jin-yi,1.75,"",Datum umrtia nemusi byt spravny.
m.07k8s91,Fernanda Romero,1983-01-01,2082-12-07,m.0b90_r,Fernanda Romero,"","",Datum umrtia nemusi byt spravny.
m.082g92,Sylvie Bernier,1964-01-31,2064-01-06,m.0d060g,Sylvie Bernier,"","",Datum umrtia nemusi byt spravny.
m.083g03,William Pinnock,1782-02-03,1843-10-21,m.07ssc,William Pinnock,"","",""
g.123923dy,Pream Busala-Khamvong,1981-03-24,2081-02-27,m.07f1x,Pream Busala-Khamvong,"","",Datum umrtia nemusi byt spravny.
m.011cr30m,Kieran MacDonald,1993-07-21,2093-06-26,m.06q1r,Kieran MacDonald,1.78,"",Datum umrtia nemusi byt spravny.
m.018h_s,Mark Phillips,1948-09-22,2048-08-28,m.07ssc,Mark Phillips,1.85,"",Datum umrtia nemusi byt spravny.
m.026t52d,Wanda Panfil,1959-01-26,2059-01-01,m.05qhw,Wanda Panfil,"","",Datum umrtia nemusi byt spravny.
m.02qjz2m,Kathleen O'Regan,1903-11-11,1970-12-10,m.03rt9,Kathleen O'Regan,"","",""
m.02vs1_b,Holly Twyford,"","",m.09c7w0,Holly Twyford,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.038pqy,Horace Harmon Lurton,1844-02-26,1914-07-12,m.09c7w0,Horace Harmon Lurton,"","",""
